ts_utc,rows,bytes,table_size_pretty,files_done,workers,sevenz_procs,loader_etime_sec
2026-05-30T01:22:46Z,115197389,2786251448320,2595_GB,142,3,2,299246
2026-05-30T01:27:49Z,115337389,2789329911808,2598_GB,142,3,2,299549
2026-05-30T01:32:52Z,115563516,2792747073536,2601_GB,144,3,2,299852
2026-05-30T01:37:56Z,115763516,2795806228480,2604_GB,144,3,2,300155
2026-05-30T01:42:59Z,116028516,2799217106944,2607_GB,144,3,2,300465
2026-05-30T01:48:09Z,116203516,2802130337792,2610_GB,144,3,2,300768
2026-05-30T01:53:12Z,116423516,2805165121536,2613_GB,144,3,2,301072
2026-05-30T01:58:16Z,116618516,2808200585216,2615_GB,144,3,2,301375
2026-05-30T02:03:19Z,116803516,2811307057152,2618_GB,144,3,2,301679
2026-05-30T02:08:22Z,116933516,2814014996480,2621_GB,144,3,2,301982
2026-05-30T02:13:26Z,117023516,2816284295168,2623_GB,144,3,2,302286
2026-05-30T02:18:29Z,117098516,2818415960064,2625_GB,144,3,2,302589
2026-05-30T02:23:32Z,117273516,2821847408640,2628_GB,144,3,2,302892
2026-05-30T02:28:36Z,117468516,2825220366336,2631_GB,144,3,2,303195
2026-05-30T02:33:39Z,117644488,2828586885120,2634_GB,146,3,2,303499
2026-05-30T02:38:42Z,117829488,2831976210432,2637_GB,146,3,2,303802
2026-05-30T02:43:46Z,118049488,2835545546752,2641_GB,146,3,2,304105
2026-05-30T02:48:49Z,118239488,2838890381312,2644_GB,146,3,2,304408
2026-05-30T02:53:52Z,118394488,2841970507776,2647_GB,146,3,2,304712
2026-05-30T02:58:55Z,118574488,2845224075264,2650_GB,146,3,2,305024
2026-05-30T03:04:07Z,118689488,2847811682304,2652_GB,146,3,2,305327
2026-05-30T03:09:10Z,118874488,2850837438464,2655_GB,146,3,2,305631
2026-05-30T03:14:14Z,119049488,2853949349888,2658_GB,146,3,2,305934
2026-05-30T03:19:18Z,119199488,2856872632320,2661_GB,146,3,2,306237
2026-05-30T03:24:21Z,119354488,2860175859712,2664_GB,146,3,2,306541
2026-05-30T03:29:24Z,119524488,2862954668032,2666_GB,146,3,2,306844
2026-05-30T03:34:28Z,119611415,2865395867648,2669_GB,147,3,2,307147
2026-05-30T03:39:31Z,119828134,2868783546368,2672_GB,148,3,2,307451
2026-05-30T03:44:34Z,120058134,2872338735104,2675_GB,148,3,2,307754
2026-05-30T03:49:38Z,120188134,2874928603136,2677_GB,148,3,2,308057
2026-05-30T03:54:41Z,120368134,2878373699584,2681_GB,148,3,2,308361
2026-05-30T03:59:44Z,120573134,2881773658112,2684_GB,148,3,2,308664
2026-05-30T04:04:48Z,120788134,2885319458816,2687_GB,148,3,2,308967
2026-05-30T04:09:51Z,120998134,2888939225088,2691_GB,148,3,2,309271
2026-05-30T04:14:54Z,121233134,2892477685760,2694_GB,148,3,2,309574
2026-05-30T04:19:58Z,121343134,2894910513152,2696_GB,148,3,2,309877
2026-05-30T04:25:01Z,121468134,2897601658880,2699_GB,148,3,2,310181
2026-05-30T04:30:04Z,121633134,2900579295232,2701_GB,148,3,2,310484
2026-05-30T04:35:08Z,121768134,2903290478592,2704_GB,148,3,2,310788
2026-05-30T04:40:11Z,121907374,2906038845440,2706_GB,149,3,2,311091
2026-05-30T04:45:15Z,121992374,2908270993408,2709_GB,149,3,2,311395
2026-05-30T04:50:18Z,122092374,2910226800640,2710_GB,149,3,2,311698
2026-05-30T04:55:22Z,122187374,2912469966848,2712_GB,149,3,2,312001
2026-05-30T05:00:25Z,122302374,2915110682624,2715_GB,149,3,2,312304
2026-05-30T05:05:28Z,122427374,2917720334336,2717_GB,149,3,2,312608
2026-05-30T05:10:31Z,122649523,2921334546432,2721_GB,150,3,2,312911
2026-05-30T05:15:34Z,122764523,2924259811328,2723_GB,150,3,2,313214
2026-05-30T05:20:38Z,122989523,2927861907456,2727_GB,150,3,2,313517
2026-05-30T05:25:41Z,123189523,2931394543616,2730_GB,150,3,2,313821
2026-05-30T05:30:44Z,123399523,2935223074816,2734_GB,150,3,2,314124
2026-05-30T05:35:48Z,123580134,2938525589504,2737_GB,151,3,2,314433
2026-05-30T05:40:56Z,123730134,2941184081920,2739_GB,151,3,2,314736
2026-05-30T05:46:00Z,123890134,2943965200384,2742_GB,151,3,2,315039
2026-05-30T05:51:03Z,124070134,2946941763584,2745_GB,151,3,2,315343
2026-05-30T05:56:06Z,124265134,2950171738112,2748_GB,151,3,2,315646
2026-05-30T06:01:10Z,124430134,2953020563456,2750_GB,151,3,2,315950
2026-05-30T06:06:14Z,124620134,2955936817152,2753_GB,151,3,2,316254
2026-05-30T06:11:17Z,124779851,2958812676096,2756_GB,152,3,2,316557
2026-05-30T06:16:21Z,124909851,2961735991296,2758_GB,152,3,2,316861
2026-05-30T06:21:24Z,125099851,2965225062400,2762_GB,152,3,2,317164
2026-05-30T06:26:28Z,125229851,2968028684288,2764_GB,152,3,2,317467
2026-05-30T06:31:31Z,125439851,2971612741632,2768_GB,152,3,2,317771
2026-05-30T06:36:34Z,125625175,2974993326080,2771_GB,153,3,2,318074
2026-05-30T06:41:38Z,125765175,2977854267392,2773_GB,153,3,2,318378
2026-05-30T06:46:41Z,125810175,2979652894720,2775_GB,153,3,2,318681
2026-05-30T06:51:44Z,125975175,2983221616640,2778_GB,153,3,2,318985
2026-05-30T06:56:48Z,126105175,2986268573696,2781_GB,153,3,2,319297
2026-05-30T07:02:01Z,126200175,2988769214464,2784_GB,153,3,2,319601
2026-05-30T07:07:04Z,126355175,2991576506368,2786_GB,153,3,2,319904
2026-05-30T07:12:08Z,126475175,2994229420032,2789_GB,153,3,2,320208
2026-05-30T07:17:11Z,126560175,2996817829888,2791_GB,153,3,2,320511
2026-05-30T07:22:15Z,126693075,2999527833600,2794_GB,154,3,2,320815
2026-05-30T07:27:18Z,126783075,3001931563008,2796_GB,154,3,2,321118
2026-05-30T07:32:22Z,126953075,3004868231168,2799_GB,154,3,2,321422
2026-05-30T07:37:25Z,127133075,3008070426624,2801_GB,154,3,2,321725
2026-05-30T07:42:29Z,127300707,3011160719360,2804_GB,155,3,2,322028
2026-05-30T07:47:32Z,127490707,3014707806208,2808_GB,155,3,2,322332
2026-05-30T07:52:35Z,127655707,3018050478080,2811_GB,155,3,2,322635
2026-05-30T07:57:39Z,127880707,3021332553728,2814_GB,155,3,2,322939
2026-05-30T08:02:42Z,128065707,3024905150464,2817_GB,155,3,2,323242
2026-05-30T08:07:46Z,128285707,3028272250880,2820_GB,155,3,2,323546
2026-05-30T08:12:49Z,128470707,3031784816640,2824_GB,155,3,2,323849
2026-05-30T08:17:53Z,128665118,3034845298688,2826_GB,156,3,2,324153
2026-05-30T08:22:56Z,128830118,3037636689920,2829_GB,156,3,2,324457
2026-05-30T08:28:01Z,129040118,3040872833024,2832_GB,156,3,2,324761
2026-05-30T08:33:04Z,129230118,3043764772864,2835_GB,156,3,2,325065
2026-05-30T08:38:08Z,129405118,3046831284224,2838_GB,156,3,2,325368
2026-05-30T08:43:12Z,129595270,3049970909184,2841_GB,157,3,2,325672
2026-05-30T08:48:15Z,129770270,3053114376192,2843_GB,157,3,2,325976
2026-05-30T08:53:19Z,129970270,3056498434048,2847_GB,157,3,2,326279
2026-05-30T08:58:22Z,130165270,3060007354368,2850_GB,157,3,2,326582
2026-05-30T09:03:26Z,130380270,3063415783424,2853_GB,157,3,2,326886
2026-05-30T09:08:30Z,130610270,3066879807488,2856_GB,157,3,2,327190
2026-05-30T09:13:33Z,130860270,3070578253824,2860_GB,157,3,2,327493
2026-05-30T09:18:37Z,131000270,3073277157376,2862_GB,157,3,2,327797
2026-05-30T09:23:40Z,131050270,3074962743296,2864_GB,157,3,2,328100
2026-05-30T09:28:44Z,131170270,3077361852416,2866_GB,157,3,2,328404
2026-05-30T09:33:47Z,131300811,3080179490816,2869_GB,158,3,2,328707
2026-05-30T09:38:51Z,131490811,3083313938432,2872_GB,158,3,2,329011
2026-05-30T09:43:54Z,131690361,3086390517760,2874_GB,159,3,2,329314
2026-05-30T09:48:58Z,131885361,3089310695424,2877_GB,159,3,2,329618
2026-05-30T09:54:02Z,132130361,3092372115456,2880_GB,159,3,2,329922
2026-05-30T09:59:06Z,132320361,3095276453888,2883_GB,159,3,2,330226
2026-05-30T10:04:10Z,132390361,3097029492736,2884_GB,159,3,2,330530
2026-05-30T10:09:13Z,132515361,3099614887936,2887_GB,159,3,2,330834
2026-05-30T10:14:17Z,132725361,3102999003136,2890_GB,159,3,2,331137
2026-05-30T10:19:21Z,132960361,3106445156352,2893_GB,159,3,2,331440
2026-05-30T10:24:24Z,133200361,3109963857920,2896_GB,159,3,2,331744
2026-05-30T10:29:28Z,133365361,3112781594624,2899_GB,159,3,2,332048
2026-05-30T10:34:31Z,133515361,3115947925504,2902_GB,159,3,2,332351
2026-05-30T10:39:35Z,133733325,3119256653824,2905_GB,161,3,2,332655
2026-05-30T10:44:39Z,133973325,3122895945728,2908_GB,161,3,2,332959
2026-05-30T10:49:42Z,134213325,3126080471040,2911_GB,161,3,2,333262
2026-05-30T10:54:46Z,134263325,3127754055680,2913_GB,161,3,2,333566
2026-05-30T10:59:50Z,134343325,3130212843520,2915_GB,161,3,2,333870
2026-05-30T11:04:53Z,134498325,3132650864640,2918_GB,161,3,2,334174
2026-05-30T11:09:57Z,134673325,3135302983680,2920_GB,161,3,2,334478
2026-05-30T11:15:01Z,134843325,3138165874688,2923_GB,161,3,2,334782
2026-05-30T11:20:05Z,135018325,3140986101760,2925_GB,161,3,2,335085
2026-05-30T11:25:09Z,135143325,3143551795200,2928_GB,161,3,2,335389
2026-05-30T11:30:12Z,135268325,3146084007936,2930_GB,161,3,2,335693
2026-05-30T11:35:16Z,135458325,3149257449472,2933_GB,161,3,2,335996
2026-05-30T11:40:20Z,135698325,3152803905536,2936_GB,161,3,2,336300
2026-05-30T11:45:24Z,135836539,3155551076352,2939_GB,162,3,2,336604
2026-05-30T11:50:27Z,135991539,3158387605504,2941_GB,162,3,2,336907
2026-05-30T11:55:31Z,136133557,3161189007360,2944_GB,163,3,2,337211
2026-05-30T12:00:35Z,136278557,3164395249664,2947_GB,163,3,2,337514
2026-05-30T12:05:38Z,136463557,3167694372864,2950_GB,163,3,2,337818
2026-05-30T12:10:42Z,136653557,3170898419712,2953_GB,163,3,2,338122
2026-05-30T12:15:45Z,136843557,3174365528064,2956_GB,163,3,2,338426
2026-05-30T12:20:49Z,137083557,3177502883840,2959_GB,163,3,2,338729
2026-05-30T12:25:53Z,137313557,3180458475520,2962_GB,163,3,2,339033
2026-05-30T12:30:57Z,137613557,3183310323712,2965_GB,163,3,2,339337
2026-05-30T12:36:01Z,137928557,3186207064064,2967_GB,163,3,2,339641
2026-05-30T12:41:05Z,138023557,3188629069824,2970_GB,163,3,2,339945
2026-05-30T12:46:09Z,138183693,3191730528256,2973_GB,164,3,2,340249
2026-05-30T12:51:12Z,138338693,3194650607616,2975_GB,164,3,2,340552
2026-05-30T12:56:16Z,138593561,3198288199680,2979_GB,165,3,2,340856
2026-05-30T13:01:20Z,138773561,3201733328896,2982_GB,165,3,2,341160
2026-05-30T13:06:23Z,138968561,3205198888960,2985_GB,165,3,2,341463
2026-05-30T13:11:27Z,139153561,3208629002240,2988_GB,165,3,2,341767
2026-05-30T13:16:31Z,139238561,3211191328768,2991_GB,165,3,2,342070
2026-05-30T13:21:34Z,139348561,3213515808768,2993_GB,165,3,2,342374
2026-05-30T13:26:38Z,139533561,3216773455872,2996_GB,165,3,2,342678
2026-05-30T13:31:41Z,139723561,3220326940672,2999_GB,165,3,2,342982
2026-05-30T13:36:45Z,139893561,3223308795904,3002_GB,165,3,2,343292
2026-05-30T13:41:55Z,140053561,3226047119360,3004_GB,165,3,2,343596
2026-05-30T13:46:59Z,140158561,3228185632768,3006_GB,165,3,2,343900
2026-05-30T13:52:04Z,140233561,3230664138752,3009_GB,165,3,1,344204
2026-05-30T13:57:07Z,140427645,3233898160128,3012_GB,167,3,2,344508
2026-05-30T14:02:12Z,140577645,3236773601280,3014_GB,167,3,2,344812
2026-05-30T14:07:15Z,140727645,3239365582848,3017_GB,167,3,2,345116
2026-05-30T14:12:19Z,140932645,3242575101952,3020_GB,167,3,2,345420
2026-05-30T14:17:23Z,141137645,3246117781504,3023_GB,167,3,2,345723
2026-05-30T14:22:27Z,141322645,3249125097472,3026_GB,167,3,2,346027
2026-05-30T14:27:31Z,141482645,3252134051840,3029_GB,167,3,2,346331
2026-05-30T14:32:35Z,141697645,3255612653568,3032_GB,167,3,2,346635
2026-05-30T14:37:39Z,141937645,3259191771136,3035_GB,167,3,2,346939
2026-05-30T14:42:42Z,142112645,3262292484096,3038_GB,167,3,2,347243
2026-05-30T14:47:46Z,142292645,3265462378496,3041_GB,167,3,2,347546
2026-05-30T14:52:50Z,142397645,3267585900544,3043_GB,167,3,2,347850
2026-05-30T14:57:54Z,142549206,3270462152704,3046_GB,169,3,2,348164
2026-05-30T15:03:08Z,142709206,3272893243392,3048_GB,169,3,2,348468
2026-05-30T15:08:12Z,142864206,3275728519168,3051_GB,169,3,2,348773
2026-05-30T15:13:16Z,143074206,3278734180352,3054_GB,169,3,2,349077
2026-05-30T15:18:20Z,143284206,3282106507264,3057_GB,169,3,2,349381
2026-05-30T15:23:25Z,143519206,3285174181888,3060_GB,169,3,2,349685
2026-05-30T15:28:29Z,143754206,3288595546112,3063_GB,169,3,2,349989
2026-05-30T15:33:33Z,143864206,3290862780416,3065_GB,169,3,2,350293
2026-05-30T15:38:37Z,144044206,3293987020800,3068_GB,169,3,2,350597
2026-05-30T15:43:41Z,144199206,3296795418624,3070_GB,169,3,2,350901
2026-05-30T15:48:44Z,144409206,3300251279360,3074_GB,169,3,2,351205
2026-05-30T15:53:48Z,144654206,3303960510464,3077_GB,169,3,2,351509
2026-05-30T15:58:52Z,144834206,3306967736320,3080_GB,169,3,1,351813
2026-05-30T16:03:56Z,144989954,3310111866880,3083_GB,171,3,2,352116
2026-05-30T16:09:00Z,145274954,3313588125696,3086_GB,171,3,2,352421
2026-05-30T16:14:04Z,145464954,3316953325568,3089_GB,171,3,2,352724
2026-05-30T16:19:08Z,145634954,3319712055296,3092_GB,171,3,2,353029
2026-05-30T16:24:12Z,145819954,3322462961664,3094_GB,171,3,2,353333
2026-05-30T16:29:17Z,146039954,3325508984832,3097_GB,171,3,2,353638
2026-05-30T16:34:21Z,146114954,3327492497408,3099_GB,171,3,2,353942
2026-05-30T16:39:25Z,146344954,3330708299776,3102_GB,171,3,2,354246
2026-05-30T16:44:30Z,146639954,3333476532224,3105_GB,171,3,2,354550
2026-05-30T16:49:34Z,146814954,3335778959360,3107_GB,171,3,2,354854
2026-05-30T16:54:38Z,146979954,3338593804288,3109_GB,171,3,2,355158
2026-05-30T16:59:42Z,147184954,3341888200704,3112_GB,171,3,2,355462
2026-05-30T17:04:46Z,147394954,3345294114816,3116_GB,171,3,1,355766
2026-05-30T17:09:50Z,147583286,3348577607680,3119_GB,173,3,2,356070
2026-05-30T17:14:54Z,147718286,3351212187648,3121_GB,173,3,2,356374
2026-05-30T17:19:58Z,147903286,3354580377600,3124_GB,173,3,2,356678
2026-05-30T17:25:02Z,148108286,3357800349696,3127_GB,173,3,2,356982
2026-05-30T17:30:06Z,148228286,3360706887680,3130_GB,173,3,2,357286
2026-05-30T17:35:09Z,148438286,3363899015168,3133_GB,173,3,2,357590
2026-05-30T17:40:13Z,148578286,3366548602880,3135_GB,173,3,2,357894
2026-05-30T17:45:17Z,148668286,3368296693760,3137_GB,173,3,2,358198
2026-05-30T17:50:22Z,148788286,3371030274048,3140_GB,173,3,2,358502
2026-05-30T17:55:26Z,148878286,3373375422464,3142_GB,173,3,2,358806
2026-05-30T18:00:30Z,149078286,3376356237312,3144_GB,173,3,2,359110
2026-05-30T18:05:34Z,149283286,3379474391040,3147_GB,173,3,2,359415
2026-05-30T18:10:38Z,149479785,3382632439808,3150_GB,174,3,2,359719
2026-05-30T18:15:42Z,149644023,3385186418688,3153_GB,175,3,2,360023
2026-05-30T18:20:47Z,149769023,3388000657408,3155_GB,175,3,2,360327
2026-05-30T18:25:50Z,149974023,3391234973696,3158_GB,175,3,2,360631
2026-05-30T18:30:54Z,150189023,3394542010368,3161_GB,175,3,2,360935
2026-05-30T18:35:58Z,150439023,3398231220224,3165_GB,175,3,2,361239
2026-05-30T18:41:02Z,150639023,3401343131648,3168_GB,175,3,2,361543
2026-05-30T18:46:06Z,150804023,3404601253888,3171_GB,175,3,2,361847
2026-05-30T18:51:10Z,150979023,3407496527872,3173_GB,175,3,2,362151
2026-05-30T18:56:14Z,151049023,3409874124800,3176_GB,175,3,2,362455
2026-05-30T19:01:18Z,151219023,3413035606016,3179_GB,175,3,2,362759
2026-05-30T19:06:22Z,151359023,3415941898240,3181_GB,175,3,2,363063
2026-05-30T19:11:27Z,151489229,3418309836800,3184_GB,176,3,2,363367
2026-05-30T19:16:31Z,151691368,3421491134464,3187_GB,177,3,2,363671
2026-05-30T19:21:35Z,151906368,3424683384832,3189_GB,177,3,2,363975
2026-05-30T19:26:39Z,152026368,3427424174080,3192_GB,177,3,2,364280
2026-05-30T19:31:43Z,152246368,3430774038528,3195_GB,177,3,2,364584
2026-05-30T19:36:48Z,152486368,3434001481728,3198_GB,177,3,2,364888
2026-05-30T19:41:52Z,152651368,3437125681152,3201_GB,177,3,2,365192
2026-05-30T19:46:56Z,152801368,3439971287040,3204_GB,177,3,2,365496
2026-05-30T19:52:00Z,153031368,3443239772160,3207_GB,177,3,2,365800
2026-05-30T19:57:04Z,153241368,3446545326080,3210_GB,177,3,2,366104
2026-05-30T20:02:08Z,153476368,3449960505344,3213_GB,177,3,2,366408
2026-05-30T20:07:12Z,153591368,3452792438784,3216_GB,177,3,2,366712
2026-05-30T20:12:16Z,153661368,3454980759552,3218_GB,177,3,2,367016
2026-05-30T20:17:20Z,153801368,3457734000640,3220_GB,177,3,1,367320
2026-05-30T20:22:24Z,153940020,3460601528320,3223_GB,179,3,2,367624
2026-05-30T20:27:28Z,154020020,3463161249792,3225_GB,179,3,2,367930
2026-05-30T20:32:34Z,154065020,3465128411136,3227_GB,179,3,2,368234
2026-05-30T20:37:38Z,154210020,3467930640384,3230_GB,179,3,2,368539
2026-05-30T20:42:42Z,154405020,3470833082368,3232_GB,179,3,2,368843
2026-05-30T20:47:47Z,154645020,3473957060608,3235_GB,179,3,2,369147
2026-05-30T20:52:51Z,154845020,3477015232512,3238_GB,179,3,2,369452
2026-05-30T20:57:56Z,155085020,3480296865792,3241_GB,179,3,2,369756
2026-05-30T21:03:00Z,155285020,3483343462400,3244_GB,179,3,2,370061
2026-05-30T21:08:04Z,155500020,3486645207040,3247_GB,179,3,2,370365
2026-05-30T21:13:09Z,155710020,3489853415424,3250_GB,179,3,2,370669
2026-05-30T21:18:13Z,155865020,3492850384896,3253_GB,179,3,2,370973
2026-05-30T21:23:17Z,156003048,3495693156352,3256_GB,180,3,2,371277
2026-05-30T21:28:21Z,156200126,3499187593216,3259_GB,181,3,2,371581
2026-05-30T21:33:25Z,156405126,3502351933440,3262_GB,181,3,2,371885
2026-05-30T21:38:29Z,156655126,3505788362752,3265_GB,181,3,2,372190
2026-05-30T21:43:33Z,156950126,3509421481984,3268_GB,181,3,2,372494
2026-05-30T21:48:37Z,157170126,3512506286080,3271_GB,181,3,2,372799
2026-05-30T21:53:43Z,157355126,3515534090240,3274_GB,181,3,2,373104
2026-05-30T21:58:47Z,157500126,3518292918272,3277_GB,181,3,2,373408
2026-05-30T22:03:52Z,157600126,3520780271616,3279_GB,181,3,2,373713
2026-05-30T22:08:56Z,157680126,3522986590208,3281_GB,181,3,2,374018
2026-05-30T22:14:01Z,157775126,3525571944448,3283_GB,181,3,2,374322
2026-05-30T22:19:06Z,157970126,3528721932288,3286_GB,181,3,2,374627
2026-05-30T22:24:10Z,158165126,3531725176832,3289_GB,181,3,2,374931
2026-05-30T22:29:15Z,158399022,3535153512448,3292_GB,183,3,2,375236
2026-05-30T22:34:19Z,158649022,3538785738752,3296_GB,183,3,2,375540
2026-05-30T22:39:23Z,158839022,3542034440192,3299_GB,183,3,2,375844
2026-05-30T22:44:27Z,159014022,3544955756544,3301_GB,183,3,2,376148
2026-05-30T22:49:32Z,159239022,3548417089536,3305_GB,183,3,2,376453
2026-05-30T22:54:36Z,159454022,3551684567040,3308_GB,183,3,2,376757
2026-05-30T22:59:41Z,159724022,3555222134784,3311_GB,183,3,2,377061
2026-05-30T23:04:45Z,159984022,3558948773888,3315_GB,183,3,2,377378
2026-05-30T23:10:02Z,160144022,3561461923840,3317_GB,183,3,2,377682
2026-05-30T23:15:06Z,160374022,3564392742912,3320_GB,183,3,2,377987
2026-05-30T23:20:10Z,160584022,3567612862464,3323_GB,183,3,2,378292
2026-05-30T23:25:15Z,160830710,3570494636032,3325_GB,184,3,2,378596
2026-05-30T23:30:20Z,161038973,3573681061888,3328_GB,185,3,2,378901
2026-05-30T23:35:25Z,161228973,3576631435264,3331_GB,185,3,2,379205
2026-05-30T23:40:29Z,161513973,3579481137152,3334_GB,185,3,2,379510
2026-05-30T23:45:34Z,161748973,3582940880896,3337_GB,185,3,2,379815
2026-05-30T23:50:38Z,162008973,3586565423104,3340_GB,185,3,2,380119
2026-05-30T23:55:43Z,162233973,3590319980544,3344_GB,185,3,2,380424
2026-05-31T00:00:47Z,162468973,3593462194176,3347_GB,185,3,2,380728
2026-05-31T00:05:52Z,162678973,3596801777664,3350_GB,185,3,2,381033
2026-05-31T00:10:56Z,162838973,3599585411072,3352_GB,185,3,2,381337
2026-05-31T00:16:00Z,163083973,3603106193408,3356_GB,185,3,2,381641
2026-05-31T00:21:05Z,163293973,3606382190592,3359_GB,185,3,2,381946
2026-05-31T00:26:09Z,163498053,3609353691136,3361_GB,186,3,2,382250
2026-05-31T00:31:14Z,163702027,3612464578560,3364_GB,187,3,2,382555
2026-05-31T00:36:19Z,163822027,3614247510016,3366_GB,187,3,2,382860
2026-05-31T00:41:23Z,163972027,3617112604672,3369_GB,187,3,2,383164
2026-05-31T00:46:28Z,164157027,3619959701504,3371_GB,187,3,2,383469
2026-05-31T00:51:32Z,164387027,3623287169024,3374_GB,187,3,2,383774
2026-05-31T00:56:37Z,164617027,3626410524672,3377_GB,187,3,2,384078
2026-05-31T01:01:42Z,164837027,3629704118272,3380_GB,187,3,2,384383
2026-05-31T01:06:46Z,165132027,3633543438336,3384_GB,187,3,2,384687
2026-05-31T01:11:51Z,165412027,3637265244160,3387_GB,187,3,2,384992
2026-05-31T01:16:56Z,165627027,3640849276928,3391_GB,187,3,2,385297
2026-05-31T01:22:00Z,165939449,3644450603008,3394_GB,188,3,2,385601
2026-05-31T01:27:05Z,166189449,3648150454272,3398_GB,188,3,2,385906
2026-05-31T01:32:10Z,166442093,3651535790080,3401_GB,189,3,2,386210
2026-05-31T01:37:14Z,166672093,3655030464512,3404_GB,189,3,2,386515
2026-05-31T01:42:18Z,166857093,3657919881216,3407_GB,189,3,2,386820
2026-05-31T01:47:23Z,167037093,3660988866560,3410_GB,189,3,2,387124
2026-05-31T01:52:28Z,167302093,3664412172288,3413_GB,189,3,2,387429
2026-05-31T01:57:33Z,167497093,3667534381056,3416_GB,189,3,2,387734
2026-05-31T02:02:38Z,167742093,3670465880064,3418_GB,189,3,2,388039
2026-05-31T02:07:43Z,167947093,3673528393728,3421_GB,189,3,2,388344
2026-05-31T02:12:48Z,168077093,3676104744960,3424_GB,189,3,2,388649
2026-05-31T02:17:53Z,168317093,3679461310464,3427_GB,189,3,2,388954
2026-05-31T02:22:57Z,168612650,3683149193216,3430_GB,190,3,2,389258
2026-05-31T02:28:02Z,168797650,3686294511616,3433_GB,190,3,2,389563
2026-05-31T02:33:06Z,168927650,3688569110528,3435_GB,190,3,2,389867
2026-05-31T02:38:11Z,169062650,3691280883712,3438_GB,190,3,1,390171
2026-05-31T02:43:15Z,169281091,3694597398528,3441_GB,191,3,2,390476
2026-05-31T02:48:20Z,169561091,3698224553984,3444_GB,191,3,2,390781
2026-05-31T02:53:24Z,169791091,3701319401472,3447_GB,191,3,2,391085
2026-05-31T02:58:28Z,170031091,3704760950784,3450_GB,191,3,2,391390
2026-05-31T03:03:33Z,170331091,3708291596288,3454_GB,191,3,2,391694
2026-05-31T03:08:38Z,170521091,3711157878784,3456_GB,191,3,2,391999
2026-05-31T03:13:43Z,170671091,3714077827072,3459_GB,191,3,2,392304
2026-05-31T03:18:48Z,170876091,3716922433536,3462_GB,191,3,2,392609
2026-05-31T03:23:53Z,171108238,3720202051584,3465_GB,192,3,2,392914
2026-05-31T03:28:57Z,171323461,3723018231808,3467_GB,193,3,2,393219
2026-05-31T03:34:02Z,171588461,3726268456960,3470_GB,193,3,2,393524
2026-05-31T03:39:07Z,171788461,3729247764480,3473_GB,193,3,1,393828
2026-05-31T03:44:12Z,172038406,3732919410688,3477_GB,194,3,2,394133
2026-05-31T03:49:17Z,172323406,3736529764352,3480_GB,194,3,2,394438
2026-05-31T03:54:22Z,172538406,3740045312000,3483_GB,194,3,2,394743
2026-05-31T03:59:26Z,172728406,3743392555008,3486_GB,194,3,2,395047
2026-05-31T04:04:31Z,172943406,3746701402112,3489_GB,194,3,2,395352
2026-05-31T04:09:36Z,173088406,3749569085440,3492_GB,194,3,2,395657
2026-05-31T04:14:40Z,173173406,3752077041664,3494_GB,194,3,2,395961
2026-05-31T04:19:45Z,173193406,3753745735680,3496_GB,194,3,2,396266
2026-05-31T04:24:50Z,173198406,3754500243456,3497_GB,194,3,2,396570
2026-05-31T04:29:54Z,173223406,3756532842496,3499_GB,194,3,2,396875
2026-05-31T04:34:59Z,173228406,3757682851840,3500_GB,194,3,2,397180
2026-05-31T04:40:04Z,173253406,3759574614016,3501_GB,194,3,2,397485
2026-05-31T04:45:08Z,173263406,3760883679232,3503_GB,194,3,2,397789
2026-05-31T04:50:13Z,173293406,3762885492736,3504_GB,194,3,2,398094
2026-05-31T04:55:17Z,173328406,3764765958144,3506_GB,194,3,2,398398
2026-05-31T05:00:22Z,173358406,3766709837824,3508_GB,194,3,2,398703
2026-05-31T05:05:27Z,173403406,3769185542144,3510_GB,194,3,2,399008
2026-05-31T05:10:31Z,173443406,3771431837696,3512_GB,194,3,2,399312
2026-05-31T05:15:36Z,173478406,3773318029312,3514_GB,194,3,2,399617
2026-05-31T05:20:40Z,173518406,3775038726144,3516_GB,194,3,2,399921
2026-05-31T05:25:45Z,173553406,3777116176384,3518_GB,194,3,2,400226
2026-05-31T05:30:50Z,173598406,3779239272448,3520_GB,194,3,2,400531
2026-05-31T05:35:54Z,173653406,3781642592256,3522_GB,194,3,2,400835
2026-05-31T05:40:59Z,173844504,3784937521152,3525_GB,195,3,2,401140
2026-05-31T05:46:03Z,173994504,3787923865600,3528_GB,195,3,2,401444
2026-05-31T05:51:08Z,174189504,3791513722880,3531_GB,195,3,2,401749
2026-05-31T05:56:13Z,174285156,3794076409856,3534_GB,196,3,2,402054
2026-05-31T06:01:17Z,174495156,3797314019328,3537_GB,196,3,2,402358
2026-05-31T06:06:22Z,174640156,3800451637248,3539_GB,196,3,2,402663
2026-05-31T06:11:27Z,174770156,3803186544640,3542_GB,196,3,2,402968
2026-05-31T06:16:31Z,174975156,3806113497088,3545_GB,196,3,2,403273
2026-05-31T06:21:36Z,175200156,3809100406784,3548_GB,196,3,2,403578
2026-05-31T06:26:41Z,175345156,3811763486720,3550_GB,196,3,2,403883
2026-05-31T06:31:46Z,175525156,3814781476864,3553_GB,196,3,2,404188
2026-05-31T06:36:51Z,175720156,3817480699904,3555_GB,196,3,2,404492
2026-05-31T06:41:56Z,175865684,3820281503744,3558_GB,197,3,2,404797
